0 nan
1 nan
2 nan
3 0.000191485
4 0.000182196
5 0.000197229
6 0.000213369
7 0.000200761
8 0.000234533
9 0.000195519
10 0.000188644
11 0.000221818
12 0.000224523
13 0.000218684
14 0.000251765
15 0.000209907
16 0.000235738
17 0.00019762
18 0.000213998
19 0.000213122
20 0.0001625
21 0.000202338
22 0.000223198
23 0.000203823
24 0.000208002
25 0.000186659
26 0.000169727
27 0.000192073
28 0.000222779
29 0.000231171
30 0.000190134
31 0.000168117
32 0.000205416
33 0.000226184
34 0.000186341
35 0.000198089
36 0.000217532
37 0.00021905
38 0.000206916
39 0.000203563
40 0.000250038
41 0.000244546
42 0.000275601
43 0.000239308
44 0.000225344
45 0.00026342
